	C_01_0w	C_01_4w	C_04_0w	C_04_4w	C_05_0w	C_05_4w	C_06_0w	C_06_4w	C_07_0w	C_07_4w	C_08_0w	C_08_4w	C_12_0w	C_12_4w	C_13_0w	C_13_4w	C_16_0w	C_16_4w	C_19_0w	C_19_4w	C_20_0w	C_20_4w	C_21_0w	C_21_4w	C_23_0w	C_23_4w	C_24_0w	C_24_4w	C_27_0w	C_27_4w	C_30_0w	C_30_4w	C_32_0w	C_32_4w	C_37_0w	C_37_4w	C_38_0w	C_38_4w	C_41_0w	C_41_4w	C_42_0w	C_42_4w	C_43_0w	C_43_4w	C_47_0w	C_47_4w	C_49_0w	C_49_4w	C_52_0w	C_52_4w	C_53_0w	C_53_4w	C_56_0w	C_56_4w	C_57_0w	C_57_4w	C_59_0w	C_59_4w	C_62_0w	C_62_4w	C_63_0w	C_63_4w	C_64_0w	C_64_4w	C_66_0w	C_66_4w	C_67_0w	C_67_4w	C_69_0w	C_69_4w	C_70_0w	C_70_4w	C_75_0w	C_75_4w	C_78_0w	C_78_4w	C_80_0w	C_80_4w	C_82_0w	C_82_4w	T_02_0w	T_02_4w	T_03_0w	T_03_4w	T_09_0w	T_09_4w	T_10_0w	T_10_4w	T_11_0w	T_11_4w	T_14_0w	T_14_4w	T_15_0w	T_15_4w	T_17_0w	T_17_4w	T_18_0w	T_18_4w	T_22_0w	T_22_4w	T_25_0w	T_25_4w	T_26_0w	T_26_4w	T_28_0w	T_28_4w	T_29_0w	T_29_4w	T_31_0w	T_31_4w	T_33_0w	T_33_4w	T_34_0w	T_34_4w	T_35_0w	T_35_4w	T_36_0w	T_36_4w	T_39_0w	T_39_4w	T_40_0w	T_40_4w	T_44_0w	T_44_4w	T_45_0w	T_45_4w	T_50_0w	T_50_4w	T_51_0w	T_51_4w	T_54_0w	T_54_4w	T_55_0w	T_55_4w	T_58_0w	T_58_4w	T_60_0w	T_60_4w	T_65_0w	T_65_4w	T_68_0w	T_68_4w	T_71_0w	T_71_4w	T_72_0w	T_72_4w	T_73_0w	T_73_4w	T_74_0w	T_74_4w	T_76_0w	T_76_4w	T_77_0w	T_77_4w	T_79_0w	T_79_4w	T_85_0w	T_85_4w	T_87_0w	T_87_4w
Guanosine	12.0182264666814	0.0	14.3707683368912	6.11988316771195	22.5065648080555	4.63408499225478	21.4078571656798	12.253438465133	11.4428115390162	6.65297831133932	18.5276310156577	17.2364274747405	32.6703823920468	15.8189815157757	20.0963417211409	18.4286639697782	0.0	3.0276002960378	24.5282273992173	10.3223528554699	13.8382118193558	5.0327601812839	8.19527159761291	9.18491534432461	8.72598955399427	8.17032229911383	0.0	11.9213209815725	38.4791035074512	21.2916709455136	4.54997599337969	14.9403549920431	13.9689680638739	25.0450326734664	17.4449362433384	13.0494592962266	13.2429399176115	7.42675202315575	9.64193001743976	0.0	5.74079536291658	8.92011440649213	7.42211328914616	3.063426315209	33.1379851841172	17.0455645868727	7.33458418522516	4.62070878239308	23.6665328886279	24.0695820750439	13.2891165474909	19.7880915711836	12.6548306196912	11.1133605007687	3.76595361025958	14.9383855504203	0.0	14.8985000186739	17.6969752820637	44.25129224775	4.49224948250032	0.0	13.4708269684176	5.6912286922799	16.1497862585544	5.59861582832174	22.0935484011938	18.9814552982249	26.0646353421021	54.2508471140634	32.2762451526666	48.4372530883775	12.9780710717307	3.61946243980728	0.0	11.100127136753	23.867743419093898	7.49098606980482	4.07230555585029	6.47250906059731	4.12604635967518	12.1137298667469	6.31142860622698	14.9350492409271	0.0	3.96387794934574	23.0942340025466	11.0229812753663	0.0	8.8659008806204	4.39985541822905	0.0	16.3031124579342	14.0897680964448	16.344958010197	15.6899372981825	4.39151662756876	0.0	25.9670339239913	36.4092889072004	15.8591583305736	18.577679555502	0.0	50.9040268988213	10.4619041503363	0.0	3.38827332227104	0.0	8.91482749131069	39.402471652825	1.81894869761582	0.0	8.88330594808243	5.41113572289894	10.8441983784992	13.9523785124771	16.0076031967212	7.00298772909019	4.41968703969151	24.939860809536	0.0	3.04054046234631	5.12779618695587	8.60862173961407	5.75822014079928	19.7659664179794	14.0046616856769	9.23260785187414	7.8379564763255996	9.89825642248689	3.5818578459015997	2.72200564167618	9.36016462899754	13.7359054754069	21.4903455999377	22.32107476933	4.0548574797043	4.92066202925382	6.67827456773683	18.7212978337506	25.888690258213302	26.4765558902633	26.9278563332036	38.945759768948	62.979160850898	32.3219706343551	23.157522434332	7.82164140137926	11.6631184231506	14.3703005116749	4.87315161168203	8.59957166763298	14.9113048564862	208.353784554272	11.9118254493257	8.44998245565907	29.488190020957	21.9246271482876	8.20530093167562	13.8725778576041
Glycerol 3-phosphate	0.0	0.0	0.0	76.4404636843183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.7664473034823	0.0	0.0	0.0	71.5464325879531	0.0	0.0	0.0	0.0	28.2012879120947	0.0	0.0	72.9174057978728	0.0	126.010290801106	143.623664011409	0.0	0.0	0.0	0.0	50.0361123816203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.145350536552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.1488887736305	0.0	0.0	0.0	68.6168459735821	0.0	0.0	0.0	0.0	79.5157269448112	38.2396338387104	0.0	0.0	116.761394234075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.2695922294567	0.0	0.0	29.8879491381912	40.7081790473932	0.0	0.0	0.0	46.1053201587638	0.0	0.0	32.4061788292951	0.0	0.0	0.0	47.1503495517935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.6428509891578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.2382223837605	36.6813535779122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.9294182456603	0.0	0.0	0.0	0.0	0.0	64.9281798298545	33.1425861639312	0.0	0.0	0.0	35.9608908489738	0.0	0.0	0.0	0.0	0.0	135.174096854973	0.0	65.7527402554969	0.0	56.6381464308828	0.0	57.2693683334291	45.0733662011273	40.9577589269645	23.3393248014245	57.4745977982665	0.0	0.0	85.8537559341896	87.8870277189609	0.0	0.0	0.0	0.0	0.0	0.0
S-Adenosylmethionine	6.56953025433948	6.16261711670203	10.2371121955831	16.9205432767165	10.4404425912391	12.1424799087536	34.7351561168331	7.47841739676725	4.78920231865634	5.15953056435075	19.8343649199839	15.5617974980988	22.6491336586366	70.5525433639773	34.1120474761925	35.6454639593413	3.89424981417669	3.80980017211334	46.3402397033076	14.7574535122987	17.6758016951691	13.7416398535895	12.03258980748	9.24074062435158	5.56880535408279	12.7667167247208	0.0	0.0	52.0624717792314	27.6619481961038	12.7288705831814	15.2059802710988	0.0	17.7631187527353	19.4180094247039	7.6638062638652205	7.54736294086257	11.1227610655589	7.53203126190076	6.16611643172895	3.46631856486752	20.1771644099815	0.0	9.08559101086066	15.4756710479175	10.7359369564101	0.0	7.16531572914193	9.81205896899663	15.7006008889144	12.9290964407786	14.6110844462171	25.0715446330663	3.8336362253769902	5.59693573261386	8.40899425898103	0.0	6.61473129873051	21.573781843724902	28.0745941593665	5.83322665982	2.47664608725825	24.6932450453805	9.7028328948462	9.63951146217249	10.8926755992565	4.74522045385687	0.0	15.0152809021391	24.1421498121633	4.5374154755857	39.2260716094891	20.5643753578812	0.0	3.77748825554413	7.75090512505104	11.9405360040438	6.24377480138637	15.4255444273588	23.0951863048048	9.01528144785645	5.43253947543816	9.904777140059661	6.26407054038856	0.0	6.52280578038189	28.5393425177679	17.9812269703908	9.94046584305596	22.4250542213859	21.277608721598	8.02740302937546	5.58261112757142	8.59069985085326	26.1613552991574	15.7869023066912	5.6810319410762204	17.7156227536329	4.44445001375221	19.3096913963533	9.12926576513635	7.13545852226468	16.5800706573283	4.13251250813631	7.36203499585763	10.2354283868947	3.10482203501116	5.04419443984584	13.2483360839835	10.8202497319366	4.07764469375949	7.30502671264194	15.8597453795638	10.7200437246602	26.7185556061665	13.7644176623793	15.2577287787971	9.9797229338503	4.58221989423333	21.4977453545652	7.44136501936398	3.54707612447495	0.0	5.75196384622353	1.8561812025462698	15.5281746690561	4.6288446214770005	4.4984581440569595	8.147610845778	22.949825538175	16.552517785936	7.64278341652795	23.1706714010672	14.2460507485504	11.8962319942881	13.4852207158108	6.06404960074331	36.349600690881	18.9720289910533	41.1527184620289	44.1856230686015	33.6885505072245	14.3242202074901	24.6943882519639	21.4374221909104	33.117826880938	7.92961732576397	4.66545800222416	27.7843919488543	7.61344894172012	9.6198606400054	14.0503122075303	17.3164945331036	73.4237968522826	13.5452676234297	2.21022386521189	13.9497401979802	18.5735770571	11.5248059893451	7.49193734374313
dTMP	0.0	0.0	0.0	0.0	0.0	0.0	22.3453240146122	0.0	11.3400081560929	15.6313456328026	17.8745462995422	16.8719301790956	14.6863571854757	24.3360743297628	0.0	21.6634031683584	0.0	0.0	49.8545132509258	0.0	0.0	0.0	0.0	0.0	20.3812413841584	16.1113493178755	0.0	0.0	90.6805978106911	43.7925588256978	0.0	0.0	0.0	0.0	21.6991611524625	0.0	23.9613070138027	18.0040079094131	18.3329925509405	0.0	13.3076465351491	11.3265459440999	15.0703755200711	17.1225323339092	21.1443879301735	0.0	0.0	0.0	19.3841141750509	0.0	43.4844860234604	0.0	17.2131710574192	0.0	41.9850266835746	34.2289409757289	0.0	0.0	41.8233160047535	40.0408293100902	23.8300512294033	0.0	51.4853476409763	0.0	0.0	0.0	39.0381047703159	21.0687913804574	28.9322090370336	22.71746427047	0.0	31.9033056072549	46.9413865492477	17.5835428737097	0.0	0.0	0.0	0.0	0.0	20.388002377206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8327588094335	18.1239334641532	22.8936141814839	15.3314453882084	12.6701545049375	35.1745765319283	0.0	0.0	0.0	0.0	0.0	13.4293654713566	0.0	0.0	0.0	67.5417132983993	0.0	11.2281259680003	15.845050556719	0.0	0.0	0.0	0.0	0.0	0.0	13.5664767641405	20.9318285382883	80.7121753647798	0.0	17.1268333571404	0.0	0.0	14.1338072650849	0.0	0.0	0.0	0.0	0.0	0.0	26.1225374383189	0.0	32.9220687991369	45.2708718500378	0.0	0.0	22.5954442007994	16.8028061289508	0.0	0.0	0.0	0.0	0.0	49.5237898258052	32.0577679807275	36.1606550548861	0.0	49.3265565757375	0.0	18.9891629014797	44.2745717642633	0.0	20.2194765196619	0.0	0.0	0.0	40.524293524967	66.2228383341119	0.0	0.0	0.0	0.0	43.1240048899736	24.5719885128155
Ribulose 5-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.4708845324799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.081209361624	61.52297334172	0.0	0.0	0.0	0.0	0.0	0.0	18.3538505446347	58.1858870180379	0.0	0.0	0.0	0.0	0.0	0.0	159.499442220759	20.2540199389153	0.0	0.0	0.0	22.26455514583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.9144111123679	0.0	0.0	89.1281641157644	0.0	32.5164059204682	0.0	20.5843423951029	0.0	0.0	0.0	0.0	0.0	28.1997172404733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4495247273416	0.0	0.0	0.0	0.0	0.0	0.0	34.7391904991325	0.0	0.0	40.7145629829167	0.0	24.8090183774741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.7151102615433	32.6032834017111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1817897258851	0.0	0.0	0.0	0.0	0.0	89.9413749634757	0.0	0.0	0.0	58.1762138997745	73.2688105868984	37.8713784973262	62.1934876483257	77.9100566543732	59.4376509599007	46.8071432151373	0.0	0.0	213.065241750873	50.8298882209832	0.0	0.0	0.0	0.0	0.0	0.0
CMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.4611800549102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4834106860881	0.0	71.016462952268	41.2153352685044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.7663921001032	0.0	0.0	0.0	20.3730179528519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1344188953016	39.9116170721392	0.0	0.0	37.165584816454	32.0822519354247	42.1563830545231	0.0	57.6022238704251	0.0	0.0	0.0	51.2401765226781	22.6283585061907	40.2743004109161	0.0	0.0	0.0	40.1682939403601	25.7933631013929	0.0	0.0	0.0	0.0	0.0	20.7487712692785	0.0	0.0	31.9266054893633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.3125894737685	0.0	44.4796221615166	0.0	0.0	0.0	19.2734000718348	0.0	0.0	0.0	0.0	0.0	38.895427435766	0.0	32.0109440928425	33.5266161946156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.3192604930142	57.306399847898	0.0	18.5156924999673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.9353179187808	36.3345416997506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.539946257771	0.0	49.5693582501117	0.0	0.0	0.0	0.0	50.6961449159804	0.0	0.0	0.0	0.0	0.0	46.9512397299962	62.6227422603284	0.0	0.0	0.0	0.0	30.1130426573415	0.0
ADP	16.1170317826155	0.0	20.0913459100972	25.6733287534948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0079108931357	22.3220049975424	18.1932255748062	0.0	0.0	0.0	22.5834288956057	0.0	0.0	0.0	0.0	0.0	14.0753418449417	0.0	0.0	0.0	29.22482621224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.2952375596916	0.0	0.0	0.0	0.0	0.0	43.5810423993466	0.0	22.571026505708	0.0	68.9809674512698	0.0	0.0	0.0	31.9181130229982	0.0	34.5250785606099	0.0	0.0	0.0	24.2155174196349	0.0	0.0	0.0	0.0	0.0	0.0	26.2457583370943	0.0	0.0	57.0930536964322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.5309299240861	0.0	25.7332278522006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.3120319144582	0.0	19.5699049541177	19.4436706201777	0.0	0.0	0.0	0.0	0.0	0.0	18.1187217859208	0.0	30.6022429623756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.7207801695144	25.7424734166561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5600625478379	0.0	33.2522698504686	0.0	0.0	0.0	0.0	41.8392593468121	0.0	20.3902864633436	0.0	0.0	0.0	61.8673770137466	34.5247243440093	0.0	0.0	0.0	0.0	0.0	0.0
Fumaric acid	0.0	0.0	0.0	91.6147561664438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.2734000998048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.2657529839129	0.0	0.0	0.0	0.0	0.0	89.314324996117	53.4556584972188	0.0	0.0	0.0	96.8394863916085	0.0	0.0	0.0	0.0	94.0916742570273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.485276626186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.197751651209	0.0	0.0	0.0	0.0	0.0	88.4370163986522	0.0	0.0	0.0	0.0	0.0
Glucose 1-phosphate	0.0	0.0	0.0	27.4048168524575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.8861349012603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.312207518044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.864344770758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6898220523305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6049341974688	0.0	0.0	0.0	0.0	0.0	0.0	20.4338034337101	0.0	0.0	22.1618868855419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.157865745354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.5053921431398	21.826662015554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.8022063840721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.582647141884	0.0	38.6579354436047	0.0	0.0	0.0	20.7696284155101	0.0	0.0	25.7805593290115	0.0	0.0	0.0	29.8958026989899	130.328869889194	0.0	0.0	0.0	38.3088522996014	0.0	0.0
3-Phosphoglyceric acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.6296739612139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.922420481915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0788455728807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.1569196619855	316.124979369358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.4234280017842	75.1792611074829	0.0	0.0	0.0	0.0	0.0	0.0
Isocitric acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	332.073323069848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.524270349938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.1463856699782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sedoheptulose 7-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.9946130506456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9778519545004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0032614211654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9157171370381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.959700741221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0180702691186	0.0	27.8966807265328	0.0	0.0	49.8028513351254	0.0	0.0	0.0	0.0	25.5522637950198	0.0	0.0	54.8729215438558	78.6652825191743	0.0	0.0	0.0	0.0	0.0	0.0
Trimethylamine N-oxide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9072238938913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75137933864031	41.383583743547	0.0	0.0	11.1982800699514	8.28438091017139	0.0	0.0	0.0	0.0	14.271677602737899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9562388356014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4818781871301	0.0	0.0	0.0	0.0	31.2127189212928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6770679279756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8378938834624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5937691779273	0.0	0.0	16.2756415909466	21.8136292851008	8.95423496636174	7.6485936074764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7923817702386	0.0	0.0	0.0	0.0	7.89925353603854	0.0	0.0	0.0	0.0	0.0	9.58704353998146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09818297495884	0.0	0.0	11.1322088272416	16.9395033670043	11.4012439770217	0.0	0.0	0.0	0.0	10.6141811146715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4783092968136	0.0	30.6172578176791	0.0	0.0
N,N-Dimethylglycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.7863157580749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4951173686736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.8009322784757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.5379607953478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.7839572814586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.8736281215616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8800576861853	0.0	0.0	0.0	0.0	0.0	0.0	20.9362364597378	0.0	0.0	0.0	0.0	27.8921982503387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2781375327675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4582928855921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spermine	30.1941958490482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.501953133916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65342542148997	18.6904682629764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36370052438061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33836060021397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8754487843279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0339411008538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2391645047629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.2939043707499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47951193848347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74717345726743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7132843204625	15.9983776681573	5.05823192032762	12.7258489188404	0.0	0.0
Acetyl CoA_divalent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4748540569581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.8165348487196	12.1342315461983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2622177126356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.2428600188998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.7927023314635	0.0	0.0	0.0	0.0	0.0	0.0
